PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,Class
-9.021505478270647,-3.4864027678408087,6.0665252507877705,-7.787738596436061,-0.920504732783248,-2.1643372986634946,1.4060627073818552,-0.5199000970945428,-0.6430081071555838,0.8710910112647061,-0.6232917511988564,-1.3105972314376664,1.2952369193803,-0.47799768025393385,0.22432673504538794,-0.7306303737928534,0.11493088775464971,-0.48383307766480876,-0.013019628827231695,-0.0905778489680011,0.2832309723755771,-0.8395769418975706,-0.21872507449884793,-0.9768293530563407,-0.04971489721155008,-1.235585798237361,0.6621317381372092,A10
-8.38285194293928,-3.7412703715011215,7.634958030846549,-10.053025908572295,1.4640304833741775,-3.3730215026951864,0.19926308939497867,-4.0229578199648115,1.6823841673703035,0.025529961643524897,1.8237526755813964,-0.05185130785070786,0.45183313503092776,0.03336552378616025,1.848636961151301,-2.714623727944268,-0.1833448459670196,1.3413609004207236,-1.0028269806232641,0.5173471057985785,-2.0549137462760623,-1.8285213613325582,0.889677627196167,0.29690800960778063,0.09268961411363646,0.669759726665159,-0.8647840239458684,A10
-10.931105064809614,-4.369516437609146,6.420400506430603,-6.163188641786584,-0.818950683754532,0.5893289319807308,1.822557011235557,-0.2878758894585566,-0.3254853301001339,0.7106229670209315,1.310226988159752,-1.285374234649011,1.210452294418099,0.3599816156137566,0.13546220777765156,-0.3327505091666538,1.4696892526110892,-0.4929850897112355,0.5964190527612567,-0.26647974954317705,0.3052128804274575,-1.1363714180466915,0.3532214641827137,-0.773616654572852,0.10471702526138554,0.6275092054487466,0.4307185738606104,A10
-10.755945153285595,-4.329320904570836,7.795746967983759,-2.9266499764724916,-4.007115006148828,-2.2990924039835874,2.0902566248384833,-4.416923049588274,1.1499593251737434,0.5785696828587721,-3.103904289091999,0.4232728740023493,-3.223319147503962,-0.908875961475715,-1.4397150584361356,-1.3921295203902861,-1.0094530918027729,-0.35985315669381535,1.5276010321942082,1.94675244627433,-1.3382414940778615,-1.3760286846688279,0.374373560603044,-0.6360458247796827,0.11955956577367832,0.8744785677721328,0.6829535823214963,A10
-10.400152795612033,-3.530673177353297,14.776196264627986,6.539949580154954,-0.9390782314361614,-2.590330784527055,2.3317968241970055,-0.6620060820305266,0.8235139401576858,0.8060382568884649,2.2544598796873365,-2.9530243324685457,-0.959074211976031,-0.8063994529983,-3.809693917240226,0.4211249638177784,-0.5346639703510486,-0.6741502442975106,-2.3648365501789654,-2.523334004992185,-0.6025621683871336,1.2693962808700046,-2.6270292424162824,0.9049362635601517,-2.85153365538163,-1.1473354624589478,0.18628834308768005,A10
-9.588605415743222,-3.2340759625842077,0.40778927961735323,-5.171359066748362,-4.177396865573919,-2.157253981735989,-0.854947569633465,-2.3662302058563154,-0.10300089412192925,0.01208254591721695,-0.22933974547136915,0.7709216355559969,1.6624963691783363,-0.7049543123009825,1.3087549121105624,-1.1066279633539797,-0.3986572338191782,-0.932214004208616,-0.17809149988137488,1.5937670878532968,1.64919604161631,0.51730681511718,0.3430204960511548,-0.5096935609442528,0.5624260486287648,0.029797944883369884,0.03152163248897513,A20
-10.251564252286201,-3.299021675149311,0.08431926951423274,-2.738824965899881,-0.8526779204940943,0.20824028513249881,-0.8252278830635036,-2.2514123338451517,3.6154824315154444,0.8395546332278844,-2.7976623381918615,-2.623873762590589,-1.37598818814569,1.4781769440085504,3.8897834252905774,3.3291094797878626,-2.9201375661497284,-2.4444165980445187,-0.7124590572343401,1.4655093111975834,1.1448134595578194,0.7622221404758185,-1.660312477047711,1.8905505212781923,-0.065628471280295,-1.7781081606888074,-0.37590377933518343,A20
-11.403270402478638,-3.8081685620120975,2.2828066094470034,-0.3426118263803094,-5.408845725835339,0.1552689552748531,0.9636989628123818,-1.4390719934963951,-2.51844619818985,-3.443204643334437,0.29956267565676203,4.386937108451759,-2.9348571288004277,0.3651609197085761,-0.04011155467214824,0.8930530736887231,3.0404725781195565,3.4178690338871753,-0.578736897124035,-0.3917728620452245,1.8361619544197914,0.7141264891924989,-0.4118780991164985,1.3602100651142663,-1.0346537671933045,0.7954354371862434,-0.36701289951653887,A20
-11.734770700351717,-3.466801904347464,1.1516579373517097,-1.116569584624088,-0.9163735468974631,2.1268464835561023,2.5835831416442834,1.1211286823524311,-1.1060923982720905,0.6194912040102636,1.2635145644464714,-1.9039139088328647,2.7994870545718538,0.67248570586365,-1.0914427921623742,-0.15263785445081707,0.7325438013971994,-0.09635367269732546,0.3778625862124333,-1.1408320772064489,0.023440201914402842,-1.9498384818935144,-0.21969295980013476,-0.2527133657850587,0.5188650522676161,0.4895669334102972,-0.9783968011140132,A20
-11.527644596173925,-3.0693147200719446,-0.927967553484343,-0.42043040556241357,0.43914439307196196,2.7636521275628527,1.7400263491843972,1.1044601225358517,-0.8158439531684577,-2.0173327674651884,0.0584195274810656,2.883669967164324,4.073117382106132,0.7336981596785873,-1.1283055216953493,4.3201836142029215,0.5706420839276143,-1.4816876821679223,1.7807102128530303,0.6322216273444882,-1.49741498370349,-1.475070302330724,-0.6467169789277801,0.3116906388957662,0.16322874484248323,-0.09499136279795302,1.0887510509938072,A20
